,Date,News,Label
2829,14-Jan-17,The Two Topics in Law and Blockchain,1
2830,14-Jan-17,Bitcoin Price Fluctuations Calm Amid Chinese Regulatory Suspense,1
2831,13-Jan-17,Ethereum Classic Freezes 'Difficulty Bomb' With 'Diehard' Fork,1
2832,13-Jan-17,Nigeria Warned its Citizens About Onecoin and Bitcoin This Week,1
2833,13-Jan-17,Report: Blockchain Could Become an $8 Billion Global Industry By 2024,0
2834,13-Jan-17,Israel's Tax Authority Wants to Treat Bitcoin As a Kind of Property,0
2835,13-Jan-17,Coinbase Prepares to Fight IRS Summons With New Court Filing,1
2836,13-Jan-17,Bitcoin: This is Not the Same as 2013,1
2837,13-Jan-17,China's Bitcoin Exchanges Quietly Made Policy Updates Overnight,1
2838,30-Dec-16,Talking Ethereum: The State of Developer Dialogue in 2016,1
2839,29-Dec-16,Ether Classic Surges to More Than 4-Month High,0
2840,29-Dec-16,Crypto Security in 2016: A Tale of Two Weaknesses,0
2841,29-Dec-16,Hyperledger Adds 8 More Members to End 2016,1
2842,29-Dec-16,2017's Big Question: Who Pays for the Blockchain?,0
2843,28-Dec-16,"Will We See a $1,000 Bitcoin in 2016? Analysts Suggest Yes",1
2844,28-Dec-16,IRS Asks Court to Reject Protest Filing From Coinbase Customer,1
2845,28-Dec-16,The Price of Bitcoin is Up $150 Over the Last Week,1
2846,28-Dec-16,Bitcoin in 2017: A Currency Devaluation Hedge for Emerging Markets,0
2847,28-Dec-16,Korea's Central Bank Considers 'Supernode' for Blockchain Oversight,1
2848,2-Jan-17,"Politics, Protocols and the Changing Face of Finance",1
2849,1-Jan-17,"Bitcoin Price Tops $1,000 in First Day of 2017 Trading",1
2850,1-Jan-17,Blockchain Breakout? 2017 Will Keep Investors on the Brink,0
2851,30-Nov-16,Hyperledger Blockchain Project Passes 100-Member Milestone,1
2852,30-Nov-16,WeChat-Inspired Wallets Are Coming to Ethereum,0
2853,30-Nov-16,R3 Releases Code for Distributed Ledger Tech Corda,0
2854,3-Jan-17,Greenwich: Blockchain Projects Will Move to 'Production' in 2017,1
2855,3-Jan-17,India's Yes Bank Builds Blockchain for Vendor Financing,0
2856,3-Jan-17,"BitPagos Raises $1.9 Million in Funding, Rebrands as Ripio",1
2857,14-Dec-16,The Resurrection of Public Blockchains,0
2858,14-Dec-16,CoinDesk's Most Influential People in Blockchain 2016,1
2859,14-Dec-16,Deutsche Bank's 5 Lessons Learned From DLT in 2016,1
2860,20-Dec-16,Blockchain in Finance: From Buzzword to Watchword in 2016,1
2861,20-Dec-16,How Savvy Marketing Can Burst the 'Blockchain Bubble',0
2862,19-Dec-16,Inside Hyperledger's High-Stakes Game of Blockchain Marbles,0
2863,5-Jan-17,Volatility and Liquidity: How Bitcoin Compares to its Crypto Competitors,0
2864,5-Jan-17,Bitstamp Collects $1.3 Million As Funding Campaign Continues,0
2865,5-Jan-17,What is 'Enterprise Ethereum'? Details Emerge on Secret Blockchain Project,0
2866,5-Jan-17,Bitcoin Freefall: Prices Drop Nearly $200 in 1 Hour,0
2867,5-Jan-17,Will 2017 Bring an End to Bitcoin's Great Scaling Debate?,0
2868,7-Jan-17,The Only 10 Bitcoin Stock Photos You'll Ever See,0
2869,7-Jan-17,"China to Restrict Bitcoin Marketing, But Blockchain Firms Unaffected",0
2870,7-Jan-17,2013 to 2017: Comparing Bitcoin's Biggest Price Rallies,0
2871,12-Jan-17,Swift is Building a Blockchain App to Optimize Global Cash Liquidity,0
2872,12-Jan-17,Lightning Strikes: An (Early) Version of Bitcoin's Big Scaling Solution is Here,1
2873,11-Jan-17,"As India Goes Cashless, its Central Bank Researches Blockchain",1
2874,11-Jan-17,The IRS is Catching Flack Again for Weak Bitcoin Guidance (This Time on IRAs),0
2875,11-Jan-17,Bitcoin's Price Just Hit its Lowest Level in Over a Month,0
2876,11-Jan-17,'Satoshi Roundtable' Brings Blockchain Bigwigs Back for Third Year,1
2877,11-Jan-17,Japanese Government Sends Blockchain Startups Abroad for Innovation Program,1
2878,11-Jan-17,"BitX Rebrands as Luno, Reveals Bitcoin Sandbox Project",1
2879,10-Jan-17,Is the 'Zcrash' Over? Zcash's Price is Finding a Floor at $50,0
2880,27-Dec-16,4 Reasons 2017 Will Be Blockchain's Banner Year,1
2881,23-Dec-16,Bitcoin Prices Rally Nearly 18% As 2016 Draws to a Close,1
2882,10-Jan-17,Toward Better Security and Governance With Blockchain,0
2883,10-Jan-17,China's BTCC Welcomes Greater Bitcoin Exchange Oversight,1
2884,9-Jan-17,Bitcoin's Price Volatile at $900 as China Concerns Linger,0
2885,9-Jan-17,Bitcoin Exchange Operator Pleads Guilty to Money Crimes,1
2886,9-Jan-17,India's Axis Bank to Launch Ripple Payments,0
2887,9-Jan-17,US Treasury Advisors Weigh Blockchain Insurance Impact,1
2888,17-Jan-17,First Look: Deloitte's New Wall Street Lab is a Blockchain Playground,1
2889,17-Jan-17,Accenture: Blockchain Could Save Investment Banks $12 Billion Annually,1
2890,17-Jan-17,"Miami's Third Bitcoin Hackathon Was All (OK, Mostly) Fun And Games",1
2891,13-Jan-17,Hardly Anyone Seems to Be Using Zcash's Anonymity Features,0
2892,13-Jan-17,Blockchain's R-Word (And 3 Other Trends for 2017),1
2893,13-Jan-17,Bitcoin Took a Break From Being Volatile and Broke $800 Today,1
2894,12-Jan-17,Just 7 People Complained to the CFPB About Bitcoin in 2016,1
2895,28-Dec-16,Ensuring Bitcoin Fungibility in 2017 (And Beyond),0
2896,1-Jan-17,What Will the Bitcoin Price Be in 2017?,1
2897,31-Dec-16,Not Just Bitcoin: The Top 7 Cryptocurrencies All Gained in 2016,1
2898,31-Dec-16,2016: The Year of Blockchain Hubris,1
2899,30-Dec-16,"Suspense Lingers as Bitcoin's Price Eyes $1,000",1
2900,23-Nov-16,Steemit's First 'Fest' Reveals the Power of Blockchain Community,1
2901,13-Dec-16,Bitcoin-Powered Marketplace OpenBazaar Raises $3 Million,1
2902,13-Dec-16,Blythe Masters Talks 'Tipping Point' for Business Blockchain Adoption,1
2903,13-Dec-16,CFTC's Giancarlo: How US Regulators Can Boost Blockchain in 2017,0
2904,13-Dec-16,Bitcoin is Now Trading at its Highest Price Since 2014,0
2905,5-Jan-17,3 Things Smart Contracts Need Before They Can Finally Take Off,1
2906,5-Jan-17,Bitcoin Price Bounces Back to Within $25 of All-Time High,0
2907,4-Jan-17,Sell Orders Slow Bitcoin Rally as All-Time High Remains Elusive,1
2908,6-Jan-17,Report: Chinese Regulators Exploring Bitcoin Connection to Capital Flight,1
2909,6-Jan-17,US Department of Energy Seeks Blockchain Research Proposals,0
2910,6-Jan-17,Bitcoin-Powered Internet Advances With $4 Million Blockstack Funding,1
2911,6-Jan-17,Bitcoin Exchange BTCC Responds to Chinese Central Bank Statements,1
2912,6-Jan-17,What IoT History Reveals About Blockchain's Challenges,0
2913,6-Jan-17,Déjà vu? Bitcoin Price Slips Below $900 Amid China News,1
2914,10-Jan-17,Julian Assange Just Read Out a Bitcoin Block Hash to Prove He Was Alive,1
2915,23-Dec-16,Classic and the DAO: What Drove Ether Prices in 2016,1
2916,23-Dec-16,"Bitcoin Price Surge Continues, Passes $900 to Approach 3-Year High",1
2917,23-Dec-16,Dubai Appeals to Startup Ecosystem for Blockchain Immigration Solution,1
2918,9-Jan-17,How Barclays Stole the Blockchain Spotlight in 2016,0
2919,9-Jan-17,Why 2017 is Blockchain's Make or Break Year,0
2920,17-Jan-17,CoinDesk's 2016 in Review Reviewed: The Best of the Series,1
2921,17-Jan-17,UAE 'Virtual Currency' Restrictions Cast Uncertain Shadow on Bitcoin,1
2922,16-Jan-17,Bitcoin Tranquility Continues as Prices Remain in $800 Range,1
2923,16-Jan-17,Masters-Backed Hedge Fund: Greed and Leverage Broke Bitcoin's Rally,1
2924,16-Jan-17,Russia's Central Bank Adds Blockchain-Friendly Firm to FinTech Working Group,1
2925,12-Dec-16,Bitcoin's Price Continues to Hover Just Dollars Below its 2016 High,1
2926,12-Dec-16,New Paper Explores Cryptocurrency for Space Colonies,1
2927,12-Dec-16,27 Financial Firms Form Korean Blockchain Consortium,1
2928,12-Dec-16,Dutch City Trials Blockchain for Real Estate Contracts,1
2929,10-Jan-17,Report: Bitcoin ETF Could Amass $300 Million in Assets (If Approved),0
2930,10-Jan-17,Sweden's Blockchain Land Registry to Begin Testing in March,0
2931,10-Jan-17,"Blockchain for Mortgages: Compelling, But Premature?",0
2932,10-Jan-17,OKCoin Joins Calls for Bitcoin Regulation in China,1
2933,9-Jan-17,Indonesia's AML Watchdog Links Bitcoin to Islamic State,1
2934,9-Jan-17,$11 Trillion Bet: DTCC to Process Derivatives With Blockchain Tech,0
2935,9-Jan-17,"Bitcoin is Still Volatile, But That Doesn't Mean It's Not Viable",0
2936,16-Jan-17,Coinbase CEO: IRS Battle Could Cost Startup $1 Million,1
2937,16-Jan-17,Brexit Blues: Why Dublin is Turning Into a Haven for Blockchain,1
2938,16-Jan-17,FTC to Host Blockchain Panels at March FinTech Event,1
2939,16-Jan-17,UK Exchange Coinfloor Embraces 'No-Fee' Bitcoin Trading,1
2940,16-Jan-17,"'Blockchain' May Fail Banks, But Open Software Won't",0
2941,23-Nov-16,Uganda Takes its First Steps Toward Bitcoin Regulation,1
2942,12-Dec-16,Why Circle's Bitcoin 'Pivot' Isn't What it Seems,1
2943,12-Dec-16,What We Know About the Federal Reserve's Blockchain Stance,0
2944,4-Jan-17,SEC Delays Winklevoss Bitcoin ETF Again,1
2945,23-Dec-16,Why 2017 Will Take Blockchain to New Heights,1
2946,16-Jan-17,"SWIFT, The DTCC and How Blockchain Will Go Mainstream",0
2947,15-Jan-17,"Blockchain 'Bullies': Truth, Trolls and Bitcoin Uncensored's Big Short",1
2948,15-Jan-17,Why Blockchain Will Trump Populism,1
2949,22-Dec-16,"Bitcoin Prices Shoot Past $870, Setting New High for 2016",0
2950,22-Dec-16,Ledger Publishes First Volume of Peer-Reviewed Blockchain Research,1
2951,19-Jan-17,Hyperledger Adds 'Cello' Blockchain Deployment Tool to Its Arsenal,0
2952,19-Jan-17,Washington Lawmakers Are Trying to Keep Bitcoin Out of Pot Shops,1
2953,19-Jan-17,Questions Linger As China's Bitcoin Exchanges Halt Margin Trading,0
2954,19-Jan-17,Market Infrastructure Giants to Tap DLT for Collateral Management,1
2955,19-Jan-17,Monero Prices Are Forging Closer Ties to Bitcoin,0
2956,19-Jan-17,HSBC Taps Former Ripple CEO for Tech Advisory Board,0
2957,18-Jan-17,Coinbase Co-Founder Fred Ehrsam is Leaving the Company,1
2958,18-Jan-17,Fed Chair Yellen: Blockchain is an 'Important Technology',1
2959,18-Jan-17,Where's Casper? Inside Ethereum's Race to Reinvent its Blockchain,0
2960,24-Jan-17,Watch Out – The ICOs Are Coming,0
2961,24-Jan-17,Deutsche Börse Unveils Bank Transfer Blockchain Project,1
2962,23-Jan-17,Proposed 'Ethereum' Investment Vehicle Sparks Controversy,1
2963,23-Jan-17,'Lack of Interest': Freelance Market Fiverr Drops Bitcoin Payments,0
2964,23-Jan-17,Bitcoin Devs Are Feeling More Optimistic About MimbleWimble,1
2965,1-Feb-17,Construct 2017: Experts Ask 'How Long Until Private Ledgers Go Live?,0
2966,1-Feb-17,UAE Central Bank: We Are Not Banning Bitcoin,1
2967,1-Feb-17,IBM: Nine in 10 Government Execs Plan to Invest in Blockchain By 2018,0
2968,1-Feb-17,Gemini Speeds Up Deposits to Bypass Bitcoin Network Congestion,1
2969,1-Feb-17,Switzerland Wants to Open a Sandbox to Attract More Blockchain Startups,0
2970,1-Feb-17,Abu Dhabi Bank Partners with Ripple for Cross-Border Payments,0
2971,18-Jan-17,Nigeria: Banks That Handle Bitcoin Do So 'At Their Own Risk',1
2972,18-Jan-17,China's Central Bank Finds Bitcoin Exchanges Out of Step on Regulation,1
2973,18-Jan-17,Digital Trade Chain: 7 Banks Could Go Live With Blockchain in 2017,0
2974,18-Jan-17,Digital Asset's New Challenger: DLT Disillusionment,0
2975,23-Jan-17,Montréal Bitcoin ATM Stolen in Late-Night Robbery,1
2976,23-Jan-17,Nasdaq Declares Blockchain Voting Trial a ‘Success’,1
2977,23-Jan-17,Bitcoin Options Firm LedgerX Crosses Key Launch Hurdle,1
2978,23-Jan-17,Deloitte Officially Opens Dublin Blockchain Lab,1
2979,23-Jan-17,China's Bitcoin Exchanges End No-Fee Trading in Market Shake-Up,1
2980,21-Jan-17,Is Bitcoin App Abra Finally Ready for Its Big Debut?,1
2981,27-Jan-17,Bitcoin's Volume is Continuing to Decline at Major Exchanges,1
2982,26-Jan-17,Bitcoin Startup Xapo Gets Nod of Approval from Swiss Finance Regulator,0
2983,26-Jan-17,The IRS is Trying to Keep Coinbase From Defending its Customer Data,1
2984,26-Jan-17,LendingRobot is Moving Investment Records to a Public Blockchain,1
2985,26-Jan-17,Bitcoin is Abuzz With New Satoshi Nakamoto Rumors,1
2986,26-Jan-17,Bundesbank President: Blockchain is a 'Multi-Purpose Tool',0
2987,1-Feb-17,To Catch a Ransomer: How the FBI Chases Crime on the Blockchain,0
2988,1-Feb-17,A New Version of OpenBazaar is Just Months Away,0
2989,3-Feb-17,Major UK Telecom Seeks Blockchain Security Patent,0
2990,3-Feb-17,Polish Regulator Recognizes Bitcoin Businesses,1
2991,9-Feb-17,China's Central Bank Issues New Warning to Bitcoin Exchanges,1
2992,9-Feb-17,3 Dead Cats And A Moon: A Guide to Bitcoin's Price Consolidation,0
2993,25-Jan-17,Bitcoin Prices Dip Below $900 After Trading Volume Drop,0
2994,25-Jan-17,EU Securities Watchdog: Too Early to Predict DLT Impact,1
2995,25-Jan-17,"Microsoft Unveils Project Manifest, A Plan For Blockchain Product Tracking",1
2996,30-Jan-17,IoT Meets NFC In Zerado's New Blockchain Prototype,1
2997,30-Jan-17,Change in China (And What It Means For Bitcoin),1
2998,30-Jan-17,A Plan to Scale the World's First 'Sports Blockchain' is Accelerating,1
2999,10-Feb-17,A Bitcoin Hard Fork? The Science of Contentious Code is Advancing,0
3000,23-Jan-17,Why a New Small Business Blockchain is Actually a Big Deal,1
3001,22-Jan-17,Blockchain Wallets Are Coming (Maybe Soon) to a Car Near You,0
3002,22-Jan-17,Blockchain for Journalism: How a Big Funding Idea is Starting Small,0
3003,21-Jan-17,Bitcoin Traders Adopt 'Wait and See' Stance As China Impact Fades,0
3004,20-Jan-17,Hong Kong Stock Exchange Considers Blockchain Settlement Upgrades,0
3005,20-Jan-17,Bitcoin Markets Muted as Donald Trump Becomes US President,1
3006,20-Jan-17,EU Watchdog: Blockchain Security Should Be Concern For Finance Firms,0
3007,20-Jan-17,CoinDesk Research Poll: Will Blockchain Disrupt Venture Capital?,1
3008,20-Jan-17,Ex-Gemini Lawyer: SEC 'Unlikely' to Approve a Bitcoin ETF,0
3009,20-Jan-17,Bid to Connect Ethereum and Zcash Blockchains Reaches New Milestone,0
3010,13-Feb-17,"JP Morgan, Santander Said to Join New Ethereum Blockchain Group",1
3011,13-Feb-17,"Blockchain is 5 Years From Mainstream, Post-Trade Consortium Members Say",1
3012,13-Feb-17,Deutsche Bank Analyst: Blockchain Could Have Prevented Soros Leaks,0
3013,13-Feb-17,Blockchain Venture Test Will Have to Wait With Mainstreet Launch Delay,0
3014,13-Feb-17,Forex Giants Trading Bitcoin? In Japan That Might Be Months Away,1
3015,13-Feb-17,"Blockchain Firms Aim For Hedge Funds, But is There a Better Target?",0
3016,26-Jan-17,BitFury to Expand China Footprint Following $30 Million Deal,1
3017,26-Jan-17,SARB Chief: Blockchain Could Bring Financial Access to Millions of People,0
3018,26-Jan-17,"Blocked By Block Size, Bitcoin's Brain Trust Goes Back to Basics",0
3019,26-Jan-17,China's Central Bank is Testing a Blockchain-Backed Digital Currency,1
3020,25-Jan-17,"Despite Drop in Volume, Traders Stick With China's Bitcoin Exchanges",1
3021,25-Jan-17,Bank of England Chief: DLT Could 'Reshape' Banking,0
3022,16-Feb-17,State Bank of India Launches New Blockchain Finance Consortium,1
3023,16-Feb-17,China's BTCC Becomes Latest Bitcoin Exchange to Freeze Withdrawals,0
3024,16-Feb-17,Swift Reveals Future Global Payment Tech – Blockchain Not Included,0
3025,16-Feb-17,US Health Department Hackathon to Focus on Blockchain Applications,0
3026,16-Feb-17,Dubai Innovation Office Seeking Startups for $20k Blockchain Contest,1
3027,31-Jan-17,Construct 2017: Life After SegWit? Bitcoin Gridlock Takes the Stage,1
3028,31-Jan-17,Bitcoin Price Breaks Sleepy Spell to Jump Above $950,0
3029,31-Jan-17,Bitcoin Lightning Network Creator Joins MIT Digital Currency Effort,0
3030,31-Jan-17,Chain Previews New Blockchain Privacy Tech 'Confidential Assets',0
3031,31-Jan-17,The FBI is Worried Criminals Might Use the Private Cryptocurrency Monero,1
3032,31-Jan-17,The Battle For Bitcoin's Shifting Exchange Volumes is Escalating,1
3033,30-Jan-17,Federal Reserve Staffer Fined for Mining Bitcoins at Work,1
3034,30-Jan-17,Bitcoin Payments Startup BitPesa Raises $2.5 Million,1
3035,1-Feb-17,Identity Startup Cambridge Blockchain Closes $2 Million Funding,0
3036,6-Feb-17,Blockchain Insurance Consortium B3i Adds 3 New Members,1
3037,3-Feb-17,Why the Netflix Model is the Future for Enterprise Blockchain,0
3038,3-Feb-17,"Bitcoin's Price Inches Above $1,000, But Will It Last?",0
3039,2-Feb-17,IRS Seeks to Delay Hearing in Coinbase Data Dispute,0
3040,7-Feb-17,Bitcoin Volatility Tightens After Prices Surge to 1-Month High,0
3041,7-Feb-17,Arizona Bill Would Make Blockchain Smart Contracts 'Legal',0
3042,7-Feb-17,Blockchain Startup Hashed Health Raises $1.8 Million,1
3043,7-Feb-17,EU Securities Watchdog: New DLT Regulations Would Be 'Premature',0
3044,7-Feb-17,The Philippines Just Released New Rules for Bitcoin Exchanges,1
3045,7-Feb-17,Inside MAST: The Little-Known Plan to Advance Bitcoin Smart Contracts,0
3046,7-Feb-17,Bitcoin's Price is Back Within $100 of its 2017 High,0
3047,7-Feb-17,South Africa's Financial Power Players Are Going All-In on Blockchain,0
3048,8-Feb-17,You Can Now Bet Bitcoin on Whether the Winklevoss ETF Will Go Live,1
3049,8-Feb-17,Zcash Stumbles on Blockchain Bug Tied to Old Software,1
3050,8-Feb-17,The Swedish Telecom That Bought KnC is Now Mining Bitcoin,1
3051,8-Feb-17,India's Biggest Stock Exchange is Testing Blockchain KYC,0
3052,8-Feb-17,Accenture Unveils Hardware Solution for Blockchain Private Keys,1
3053,8-Feb-17,IBM's Biggest-Ever Blockchain Trade Finance Trial Could Go Global,0
3054,10-Feb-17,Ethereum Job Market Colony Enters Beta,1
3055,10-Feb-17,More Chinese Exchanges Impose Bitcoin Withdrawal Delays,1
3056,10-Feb-17,Project Jasper: Lessons From Bank of Canada's First Blockchain Project,1
3057,10-Feb-17,"Bitcoin, Blockchain and Trump: Where Do We Go From Here?",1
3058,9-Feb-17,China Fears Spread Beyond Bitcoin As Crypto Markets Slide,0
3059,9-Feb-17,Lawyer Arrested in Attempt to Sell Confidential Complaint for Bitcoin,1
3060,20-Jan-17,The Industry's Critique of Illinois's Digital Currency Guidance is In,0
3061,20-Jan-17,Blockstream Makes its Case for Bitcoin-Powered Private Blockchains,1
3062,19-Jan-17,Bitcoin Prices Spike Above $900 But Turbulence Remains,0
3063,19-Jan-17,Trump's 'Acting' CFTC Chair Details Vision for Blockchain Regulation,1
3064,19-Jan-17,FINRA Believes Blockchain Could Impact its Regulatory Rules,1
3065,12-Feb-17,Are Bitcoin Traders Planning for an ETF Approval?,1
3066,12-Feb-17,This Blockchain Startup Will Pay You to Help Your Friends Find Love,0
3067,11-Feb-17,Tokens For Time? Inside One Banking Exec's Blockchain Pet Project,0
3068,25-Jan-17,Commonwealth Bank Develops Blockchain for Government Bonds,1
3069,15-Feb-17,Why Blockchain Firms Shouldn't Ignore New EU Cybersecurity Laws,0
3070,16-Feb-17,Crypto Traders Flock to Altcoins Amid Bitcoin Price Malaise,1
3071,15-Feb-17,Can A New Method for Monitoring Blockchains Stop Sybil Attacks?,0
3072,15-Feb-17,North Dakota’s Bitcoin Regulation Hits Roadblock in New Hearing,1
3073,15-Feb-17,EU Commission: We Plan to Boost Support for Blockchain Projects,0
3074,15-Feb-17,The Next Wave of Ethereum Applications is Almost Here,0
3075,15-Feb-17,Microsoft Teams With KPMG to Launch Blockchain Workspace Network,0
3076,30-Jan-17,European Commission Eyes Transaction Limits on Digital Currencies,0
3077,30-Jan-17,Microsoft Details Collaboration With Blockchain Startup Tierion,1
3078,30-Jan-17,American Express Joins Hyperledger Blockchain Project,0
3079,30-Jan-17,Swiss Blockchain Consortium Develops Ethereum Trading Tool,0
3080,30-Jan-17,IMF to Co-Host Blockchain Seminar Next Month,1
3081,6-Feb-17,An Arizona Lawmaker is Trying to Ban Blockchain Gun Tracking,1
3082,6-Feb-17,Not Yet 'Do or Die': Experts See Slow Road For DLT in 2017,1
3083,6-Feb-17,Meet the Ex-Banker Using Ethereum to Take On Traditional Hedge Funds,0
3084,6-Feb-17,Blockchain as a Geopolitical Tool,0
3085,5-Feb-17,Why Cities Will Soon Choose Digital Currency Over Fiat Money,1
3086,5-Feb-17,The Passion of 'Bitcoin Jesus': How The Blockchain's Most Beloved Investor Became its Most Polarizing,1
3087,4-Feb-17,"Drugs, Code and ICOs: Monero's Long Road to Blockchain Respect",1
3088,4-Feb-17,"Bullish Sentiment Fuels Bitcoin's Return to $1,000",0
3089,3-Feb-17,Two Hawaiian Politicians Want to Explore Blockchain Tech for Tourism,1
3090,2-Feb-17,Irish Fund Managers Investigate Blockchain-Powered Data Reporting,0
3091,7-Feb-17,Dubai's Government Launches Blockchain Trade Finance Trial With IBM,1
3092,6-Feb-17,A Town in Illinois Just Announced It's Holding a Bitcoin Sale,1
3093,8-Feb-17,Japan's Central Bank Says Blockchain Trials Are Exploratory So Far,1
3094,8-Feb-17,China's Central Bank Meets With More Bitcoin Exchanges,1
3095,25-Jan-17,Scaling Revisited: What If Bitcoin's Big 'Problem' is Its Great Strength?,1
3096,25-Jan-17,China's Central Bank to Continue Bitcoin Exchange Inspections,1
3097,25-Jan-17,Real Volumes Revealed? How China's Bitcoin Market is Adapting to Fees,0
3098,25-Jan-17,Blockchain-Friendly Congressman Faces Hearings for Trump Budget Role,1
3099,24-Jan-17,How Ethereum Smart Contracts Could Replace Mining Pool Managers,0
3100,24-Feb-17,Do You Believe in Blockchain Magic?,1
3101,23-Feb-17,Bitcoin Price Sets New All-Time High,0
3102,29-Jan-17,Zcash + Ethereum = ♥: Why Two Blockchains Are Evolving Together,0
3103,22-Feb-17,Cryptsy Class Action Lawyers Launch New Claims Site,1
3104,22-Feb-17,Danish Police Claim Breakthrough in Bitcoin Tracking,1
3105,22-Feb-17,West Virginia Lawmakers Want to Make Bitcoin Money Laundering a Felony,0
3106,22-Feb-17,Poland’s Financial Ombudsman Calls for Bitcoin Exchange Regulation,1
3107,22-Feb-17,Major Banks Use Blockchain Prototype for Live Oil Trade,1
3108,22-Feb-17,Ethereum Economics Gets Spotlight in Vitalik Buterin EDCON Keynote,0
3109,28-Feb-17,'Big Four' Firm EY Begins Blockchain ID Platform Rollout,0
3110,28-Feb-17,Blockchain Startup Selected for Airline Trade Group Awards,1
3111,28-Feb-17,Big Corporates Unite for Launch of Enterprise Ethereum Alliance,0
3112,27-Feb-17,Coinbase Just Stopped Serving Bitcoin Customers in Hawaii,0
3113,1-Mar-17,Kraken Buys Out Digital Currency Data Portal Cryptowatch,1
3114,1-Mar-17,230 Million: Ethereum Classic Community Backs Limit on Total Tokens,1
3115,1-Mar-17,CoinDesk Research: Speculation Driving Boom in Blockchain 'ICOs',0
3116,1-Mar-17,Indian Central Banker: Potential of Blockchain Currencies 'Overstated',1
3117,1-Mar-17,Disruption Not Included? Ethereum Alliance Shows Blockchain Shift,1
3118,1-Mar-17,Bank of Japan Official: DAO-Style Problems Could Dampen DLT,0
3119,1-Mar-17,"UBS, PwC Back Blockchain Group in Switzerland's 'Crypto Valley'",0
3120,28-Feb-17,"$1,210: Bitcoin Price Hits New All-Time High Amid Sustained Support",0
3121,28-Feb-17,Vitalik Buterin Calls for Collaboration at Enterprise Ethereum Launch,1
3122,28-Feb-17,Microsoft Adds JPMorgan’s 'Quorum' Blockchain to Azure Platform,1
3123,28-Feb-17,Central Banks Back Hyperledger Blockchain Project,1
3124,28-Feb-17,Former UK Prime Minister David Cameron Praises Blockchain Tech,0
3125,11-Feb-17,What’s in a Name? From Bitcoin to Blockchain to Distributed Ledgers,1
3126,10-Feb-17,International Securities Regulators Publish Blockchain Research,0
3127,10-Feb-17,Charts: How an ETF Approval Could Impact Bitcoin's Price,1
3128,10-Feb-17,Illinois Legislator Calls for Blockchain Working Group,1
3129,14-Feb-17,Ether Prices Just Hit a New 2017 High,0
3130,14-Feb-17,Vitalik Buterin Issues Update on Ethereum's 'Metropolis' Upgrade,0
3131,14-Feb-17,Ethereum IoT Project Wins $100k in Dubai Blockchain Hackathon,1
3132,14-Feb-17,Another Central Bank in Africa is Warning About Onecoin,0
3133,15-Feb-17,Post-Trade Giant NSD: Blockchain 'Useless' If Not Legally Binding,0
3134,15-Feb-17,Will New Regulations Help or Hurt Bitcoin Startups in the Philippines?,1
3135,1-Feb-17,R3 Director: 2017 is the Year of the DLT Pilot,0
3136,3-Feb-17,"OKCoin Publishes, Then Withdraws Bitcoin Exchange Fee Update",1
3137,3-Feb-17,Ethereum Payment Channels Could Enter Production in 2017,0
3138,3-Feb-17,Litecoin Moves to Adopt Bitcoin's SegWit Scaling Upgrade,1
3139,2-Feb-17,Bitcoin's Privacy Gets 'Failing Grade' in 2016 Threat Report,0
3140,2-Feb-17,"Bitcoin's Price is Flirting With $1,000",1
3141,2-Feb-17,How Blockchain is Helping Solve Japan's 'Galapagos Syndrome',0
3142,2-Feb-17,Fidelity’s Charity Arm Raised $7 Million in Bitcoin Donations in 2016,0
3143,2-Feb-17,459 Million Bitcoins: Exchange Volume Reached Peak Levels in Q4,1
3144,6-Feb-17,This Dark Market Wants to Pay You Bitcoin to Find Security Bugs,0
3145,6-Feb-17,North Dakota Legislators Advance Plan for Bitcoin Regulation,1
3146,6-Feb-17,France's Central Bank Wants to Work With More Blockchain Startups,1
3147,21-Feb-17,New Ethereum Blockchain Consortium Could Run on Experimental Tech,0
3148,21-Feb-17,EU Parliament Report Explores Blockchain's 'Substantial Impact',0
3149,8-Feb-17,Huiyin Adds $60 Million to Blockchain Startup Fund,1
3150,8-Feb-17,What Makes Bitcoin Great? One Scientist is On a Quest to Find Out,1
3151,8-Feb-17,Trader Sues OKCoin Over Lost Litecoin,0
3152,24-Jan-17,Bank of Japan to Host Distributed Ledger Forum Next Month,0
3153,24-Jan-17,Identity Startup Cambridge Blockchain Raises $1.7 Million,0
3154,23-Feb-17,The Code for This Bitcoin Node Scanner is Now Open Source,1
3155,23-Feb-17,Hawaii's Blockchain Exploration Bill is Moving Forward,0
3156,23-Feb-17,Hitachi Tests Private Blockchain for Rewards Points,1
3157,23-Feb-17,Canada’s Central Bank is 'Open' to More Blockchain Tests,1
3158,23-Feb-17,"Mizuho Completes Blockchain Recordkeeping, Digital Currency Trials",0
3159,23-Feb-17,Blockchain Startup Storj Targets Enterprise Cloud With $3 Million Raise,0
3160,23-Feb-17,Faster Than Lightning? 'Sprite' Paper Envisions New Bitcoin Payments,1
3161,23-Feb-17,Zcash Unveils Roadmap for 'Sapling' Blockchain Upgrade,1
3162,29-Jan-17,Rethinking Proof of Work: The Quest to 'Improve' Bitcoin Heats Up,1
3163,28-Jan-17,Review: Putting Ledger's New Bitcoin Hardware to the Test,1
3164,28-Jan-17,Bitcoin Volume is On the Move to New No-Fee Exchanges,1
3165,27-Jan-17,Watch Washington's Senate Debate If Buying Weed With Bitcoin is Bad,1
